channel_name,post_id,post_datetime,current_views,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
Simulative,17214,2025-01-10 12:59:01,2510,801.0 (31.91%),109.0 (4.34%),109.0 (4.34%),166.0 (6.61%),491.0 (19.56%),143.0 (5.7%),117.0 (4.66%),106.0 (4.22%),17.0 (0.68%),37.0 (1.47%),29.0 (1.16%),58.0 (2.31%),29.0 (1.16%),93.0 (3.71%),67.0 (2.67%),45.0 (1.79%),15.0 (0.6%),35.0 (1.39%),16.0 (0.64%),27.0 (1.08%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%)
karpov.courses,17215,2025-01-10 12:27:35,10523,3339.0 (31.73%),544.0 (5.17%),413.0 (3.92%),481.0 (4.57%),1864.0 (17.71%),366.0 (3.48%),806.0 (7.66%),531.0 (5.05%),185.0 (1.76%),159.0 (1.51%),139.0 (1.32%),436.0 (4.14%),141.0 (1.34%),507.0 (4.82%),150.0 (1.43%),62.0 (0.59%),67.0 (0.64%),124.0 (1.18%),86.0 (0.82%),123.0 (1.17%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%)
Время Валеры,17220,2025-01-10 12:22:53,22949,9191.0 (40.05%),623.0 (2.71%),467.0 (2.03%),4132.0 (18.01%),2134.0 (9.3%),401.0 (1.75%),1419.0 (6.18%),955.0 (4.16%),738.0 (3.22%),1184.0 (5.16%),299.0 (1.3%),97.0 (0.42%),421.0 (1.83%),273.0 (1.19%),70.0 (0.31%),124.0 (0.54%),218.0 (0.95%),113.0 (0.49%),53.0 (0.23%),37.0 (0.16%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%)
ANDRON ALEXANYAN,17213,2025-01-10 12:11:48,3834,974.0 (25.4%),132.0 (3.44%),135.0 (3.52%),378.0 (9.86%),515.0 (13.43%),101.0 (2.63%),182.0 (4.75%),261.0 (6.81%),71.0 (1.85%),63.0 (1.64%),379.0 (9.89%),100.0 (2.61%),156.0 (4.07%),29.0 (0.76%),74.0 (1.93%),23.0 (0.6%),24.0 (0.63%),58.0 (1.51%),156.0 (4.07%),23.0 (0.6%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%)
Дизраптор,17212,2025-01-10 10:11:24,16213,8544.0 (52.7%),1331.0 (8.21%),878.0 (5.42%),570.0 (3.52%),390.0 (2.41%),1441.0 (8.89%),702.0 (4.33%),261.0 (1.61%),250.0 (1.54%),289.0 (1.78%),309.0 (1.91%),94.0 (0.58%),168.0 (1.04%),304.0 (1.88%),89.0 (0.55%),59.0 (0.36%),150.0 (0.93%),137.0 (0.85%),158.0 (0.97%),89.0 (0.55%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%)
Фичизм,17210,2025-01-10 09:44:04,9062,4006.0 (44.21%),1094.0 (12.07%),260.0 (2.87%),1049.0 (11.58%),580.0 (6.4%),320.0 (3.53%),343.0 (3.79%),188.0 (2.07%),55.0 (0.61%),207.0 (2.28%),171.0 (1.89%),117.0 (1.29%),48.0 (0.53%),141.0 (1.56%),84.0 (0.93%),72.0 (0.79%),112.0 (1.24%),72.0 (0.79%),74.0 (0.82%),69.0 (0.76%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%)
настенька и графики,17211,2025-01-10 09:21:25,7765,2725.0 (35.09%),290.0 (3.73%),1098.0 (14.14%),893.0 (11.5%),608.0 (7.83%),404.0 (5.2%),242.0 (3.12%),99.0 (1.27%),72.0 (0.93%),360.0 (4.64%),171.0 (2.2%),113.0 (1.46%),149.0 (1.92%),96.0 (1.24%),60.0 (0.77%),49.0 (0.63%),126.0 (1.62%),71.0 (0.91%),82.0 (1.06%),57.0 (0.73%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%)
Детектив данных 🕵️,17207,2025-01-09 21:47:58,1789,596.0 (33.31%),44.0 (2.46%),21.0 (1.17%),33.0 (1.84%),37.0 (2.07%),30.0 (1.68%),438.0 (24.48%),40.0 (2.24%),19.0 (1.06%),32.0 (1.79%),20.0 (1.12%),22.0 (1.23%),16.0 (0.89%),13.0 (0.73%),7.0 (0.39%),237.0 (13.25%),44.0 (2.46%),34.0 (1.9%),81.0 (4.53%),22.0 (1.23%),3.0 (0.17%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%)
настенька и графики,17204,2025-01-09 17:59:39,6493,3014.0 (46.42%),278.0 (4.28%),164.0 (2.53%),1111.0 (17.11%),172.0 (2.65%),357.0 (5.5%),207.0 (3.19%),181.0 (2.79%),61.0 (0.94%),38.0 (0.59%),162.0 (2.49%),65.0 (1.0%),170.0 (2.62%),41.0 (0.63%),96.0 (1.48%),41.0 (0.63%),74.0 (1.14%),111.0 (1.71%),75.0 (1.16%),39.0 (0.6%),36.0 (0.55%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%)
Глеб Михайлов,17205,2025-01-09 16:20:19,8572,2615.0 (30.51%),203.0 (2.37%),155.0 (1.81%),180.0 (2.1%),121.0 (1.41%),1586.0 (18.5%),167.0 (1.95%),109.0 (1.27%),96.0 (1.12%),1188.0 (13.86%),363.0 (4.23%),122.0 (1.42%),71.0 (0.83%),55.0 (0.64%),910.0 (10.62%),82.0 (0.96%),66.0 (0.77%),41.0 (0.48%),113.0 (1.32%),306.0 (3.57%),23.0 (0.27%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%)
Чартомойка,17206,2025-01-09 16:07:32,4737,1857.0 (39.2%),498.0 (10.51%),84.0 (1.77%),117.0 (2.47%),82.0 (1.73%),67.0 (1.41%),44.0 (0.93%),42.0 (0.89%),34.0 (0.72%),641.0 (13.53%),132.0 (2.79%),54.0 (1.14%),33.0 (0.7%),39.0 (0.82%),28.0 (0.59%),32.0 (0.68%),242.0 (5.11%),478.0 (10.09%),163.0 (3.44%),54.0 (1.14%),16.0 (0.34%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%)
Simulative,17200,2025-01-09 15:16:07,2193,766.0 (34.93%),159.0 (7.25%),66.0 (3.01%),90.0 (4.1%),122.0 (5.56%),305.0 (13.91%),90.0 (4.1%),109.0 (4.97%),54.0 (2.46%),11.0 (0.5%),30.0 (1.37%),22.0 (1.0%),52.0 (2.37%),34.0 (1.55%),118.0 (5.38%),40.0 (1.82%),46.0 (2.1%),19.0 (0.87%),28.0 (1.28%),10.0 (0.46%),22.0 (1.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%)
LEFT JOIN,17201,2025-01-09 15:01:01,13553,3717.0 (27.43%),7669.0 (56.59%),204.0 (1.51%),239.0 (1.76%),360.0 (2.66%),258.0 (1.9%),159.0 (1.17%),72.0 (0.53%),222.0 (1.64%),239.0 (1.76%),54.0 (0.4%),42.0 (0.31%),108.0 (0.8%),44.0 (0.32%),27.0 (0.2%),18.0 (0.13%),11.0 (0.08%),8.0 (0.06%),49.0 (0.36%),39.0 (0.29%),14.0 (0.1%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%)
No Data No Growth | Pavel Bukhtik,17197,2025-01-09 11:11:02,4973,1836.0 (36.92%),648.0 (13.03%),137.0 (2.75%),158.0 (3.18%),167.0 (3.36%),862.0 (17.33%),306.0 (6.15%),96.0 (1.93%),104.0 (2.09%),42.0 (0.84%),38.0 (0.76%),80.0 (1.61%),112.0 (2.25%),107.0 (2.15%),56.0 (1.13%),32.0 (0.64%),18.0 (0.36%),26.0 (0.52%),25.0 (0.5%),52.0 (1.05%),71.0 (1.43%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%)
Дизраптор,17198,2025-01-09 10:58:23,17147,7144.0 (41.66%),3156.0 (18.41%),722.0 (4.21%),872.0 (5.09%),450.0 (2.62%),1336.0 (7.79%),550.0 (3.21%),542.0 (3.16%),279.0 (1.63%),256.0 (1.49%),258.0 (1.5%),282.0 (1.64%),179.0 (1.04%),159.0 (0.93%),211.0 (1.23%),103.0 (0.6%),63.0 (0.37%),158.0 (0.92%),181.0 (1.06%),172.0 (1.0%),74.0 (0.43%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%)
Фичизм,17196,2025-01-09 10:42:01,8340,3729.0 (44.71%),1189.0 (14.26%),499.0 (5.98%),206.0 (2.47%),570.0 (6.83%),326.0 (3.91%),379.0 (4.54%),214.0 (2.57%),155.0 (1.86%),42.0 (0.5%),200.0 (2.4%),157.0 (1.88%),97.0 (1.16%),58.0 (0.7%),85.0 (1.02%),78.0 (0.94%),64.0 (0.77%),86.0 (1.03%),53.0 (0.64%),68.0 (0.82%),85.0 (1.02%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%)
Дашбордец,17199,2025-01-09 09:52:13,2748,873.0 (31.77%),103.0 (3.75%),81.0 (2.95%),65.0 (2.37%),52.0 (1.89%),492.0 (17.9%),61.0 (2.22%),51.0 (1.86%),37.0 (1.35%),35.0 (1.27%),33.0 (1.2%),38.0 (1.38%),367.0 (13.36%),61.0 (2.22%),111.0 (4.04%),40.0 (1.46%),29.0 (1.06%),26.0 (0.95%),101.0 (3.68%),37.0 (1.35%),55.0 (2.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%)
Noukash life,17191,2025-01-08 22:36:56,8382,3186.0 (38.01%),222.0 (2.65%),113.0 (1.35%),166.0 (1.98%),1985.0 (23.68%),578.0 (6.9%),624.0 (7.44%),84.0 (1.0%),531.0 (6.34%),118.0 (1.41%),39.0 (0.47%),50.0 (0.6%),57.0 (0.68%),122.0 (1.46%),31.0 (0.37%),46.0 (0.55%),54.0 (0.64%),116.0 (1.38%),245.0 (2.92%),15.0 (0.18%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%)
Noukash,17545,2025-01-08 22:36:56,8490,0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),8443.0 (99.45%),42.0 (0.49%),5.0 (0.06%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%)
Noukash life,17195,2025-01-08 22:17:43,6929,3417.0 (49.31%),203.0 (2.93%),99.0 (1.43%),145.0 (2.09%),1159.0 (16.73%),373.0 (5.38%),510.0 (7.36%),77.0 (1.11%),273.0 (3.94%),94.0 (1.36%),34.0 (0.49%),41.0 (0.59%),46.0 (0.66%),98.0 (1.41%),24.0 (0.35%),41.0 (0.59%),44.0 (0.64%),62.0 (0.89%),175.0 (2.53%),14.0 (0.2%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%)
Noukash,17549,2025-01-08 22:17:43,7017,0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),6973.0 (99.37%),38.0 (0.54%),6.0 (0.09%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%)
"Секреты аналитики | Data Science, BI, Tableau",17189,2025-01-08 21:05:02,4394,1843.0 (41.94%),768.0 (17.48%),269.0 (6.12%),151.0 (3.44%),159.0 (3.62%),201.0 (4.57%),234.0 (5.33%),93.0 (2.12%),60.0 (1.37%),77.0 (1.75%),37.0 (0.84%),119.0 (2.71%),90.0 (2.05%),56.0 (1.27%),69.0 (1.57%),56.0 (1.27%),19.0 (0.43%),18.0 (0.41%),27.0 (0.61%),21.0 (0.48%),18.0 (0.41%),9.0 (0.2%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%)
karpov.courses,17184,2025-01-08 18:03:31,9623,3941.0 (40.95%),897.0 (9.32%),322.0 (3.35%),309.0 (3.21%),307.0 (3.19%),750.0 (7.79%),424.0 (4.41%),168.0 (1.75%),382.0 (3.97%),141.0 (1.47%),79.0 (0.82%),79.0 (0.82%),66.0 (0.69%),265.0 (2.75%),82.0 (0.85%),490.0 (5.09%),151.0 (1.57%),39.0 (0.41%),58.0 (0.6%),59.0 (0.61%),206.0 (2.14%),408.0 (4.24%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%)
Дизраптор,17188,2025-01-08 18:00:50,16357,8917.0 (54.51%),1761.0 (10.77%),742.0 (4.54%),1231.0 (7.53%),616.0 (3.77%),314.0 (1.92%),334.0 (2.04%),400.0 (2.45%),283.0 (1.73%),223.0 (1.36%),218.0 (1.33%),176.0 (1.08%),218.0 (1.33%),116.0 (0.71%),118.0 (0.72%),81.0 (0.5%),50.0 (0.31%),94.0 (0.57%),106.0 (0.65%),176.0 (1.08%),119.0 (0.73%),64.0 (0.39%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%)
"Секреты аналитики | Data Science, BI, Tableau",17186,2025-01-08 18:00:03,3643,1979.0 (54.32%),608.0 (16.69%),260.0 (7.14%),136.0 (3.73%),215.0 (5.9%),81.0 (2.22%),139.0 (3.82%),69.0 (1.89%),45.0 (1.24%),61.0 (1.67%),35.0 (0.96%),15.0 (0.41%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%)
Инжиниринг Данных,17185,2025-01-08 17:21:42,12822,3528.0 (27.52%),363.0 (2.83%),160.0 (1.25%),2013.0 (15.7%),1595.0 (12.44%),246.0 (1.92%),196.0 (1.53%),1257.0 (9.8%),938.0 (7.32%),316.0 (2.46%),98.0 (0.76%),101.0 (0.79%),60.0 (0.47%),505.0 (3.94%),620.0 (4.84%),280.0 (2.18%),120.0 (0.94%),42.0 (0.33%),159.0 (1.24%),117.0 (0.91%),65.0 (0.51%),43.0 (0.34%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%)
"Секреты аналитики | Data Science, BI, Tableau",17187,2025-01-08 16:30:06,3673,1951.0 (53.12%),415.0 (11.3%),209.0 (5.69%),110.0 (2.99%),122.0 (3.32%),45.0 (1.23%),121.0 (3.29%),58.0 (1.58%),54.0 (1.47%),59.0 (1.61%),34.0 (0.93%),71.0 (1.93%),96.0 (2.61%),62.0 (1.69%),76.0 (2.07%),75.0 (2.04%),26.0 (0.71%),19.0 (0.52%),14.0 (0.38%),25.0 (0.68%),20.0 (0.54%),11.0 (0.3%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%)
data.csv,17181,2025-01-08 15:14:13,3110,1406.0 (45.21%),396.0 (12.73%),197.0 (6.33%),85.0 (2.73%),81.0 (2.6%),66.0 (2.12%),408.0 (13.12%),79.0 (2.54%),89.0 (2.86%),57.0 (1.83%),111.0 (3.57%),23.0 (0.74%),58.0 (1.86%),54.0 (1.74%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%)
Data Science. SQL hub,17178,2025-01-08 15:03:33,7550,2156.0 (28.56%),1421.0 (18.82%),912.0 (12.08%),268.0 (3.55%),388.0 (5.14%),219.0 (2.9%),273.0 (3.62%),130.0 (1.72%),329.0 (4.36%),106.0 (1.4%),181.0 (2.4%),153.0 (2.03%),137.0 (1.81%),50.0 (0.66%),41.0 (0.54%),42.0 (0.56%),371.0 (4.91%),98.0 (1.3%),126.0 (1.67%),86.0 (1.14%),46.0 (0.61%),17.0 (0.23%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%)
Фичизм,17179,2025-01-08 14:34:51,9612,4536.0 (47.19%),890.0 (9.26%),271.0 (2.82%),399.0 (4.15%),439.0 (4.57%),467.0 (4.86%),302.0 (3.14%),143.0 (1.49%),207.0 (2.15%),133.0 (1.38%),464.0 (4.83%),534.0 (5.56%),156.0 (1.62%),88.0 (0.92%),74.0 (0.77%),119.0 (1.24%),62.0 (0.65%),97.0 (1.01%),51.0 (0.53%),51.0 (0.53%),105.0 (1.09%),24.0 (0.25%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%)
ANDRON ALEXANYAN,17177,2025-01-08 14:19:39,3465,1268.0 (36.59%),285.0 (8.23%),99.0 (2.86%),83.0 (2.4%),87.0 (2.51%),254.0 (7.33%),345.0 (9.96%),79.0 (2.28%),101.0 (2.91%),133.0 (3.84%),42.0 (1.21%),38.0 (1.1%),218.0 (6.29%),43.0 (1.24%),98.0 (2.83%),21.0 (0.61%),141.0 (4.07%),17.0 (0.49%),17.0 (0.49%),40.0 (1.15%),48.0 (1.39%),8.0 (0.23%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%)
Дизраптор,17183,2025-01-08 14:00:11,15407,8698.0 (56.45%),1588.0 (10.31%),761.0 (4.94%),663.0 (4.3%),699.0 (4.54%),246.0 (1.6%),240.0 (1.56%),413.0 (2.68%),291.0 (1.89%),189.0 (1.23%),176.0 (1.14%),237.0 (1.54%),233.0 (1.51%),76.0 (0.49%),120.0 (0.78%),152.0 (0.99%),42.0 (0.27%),103.0 (0.67%),117.0 (0.76%),154.0 (1.0%),139.0 (0.9%),70.0 (0.45%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%)
"Секреты аналитики | Data Science, BI, Tableau",17182,2025-01-08 13:35:34,3476,2107.0 (60.62%),306.0 (8.8%),204.0 (5.87%),258.0 (7.42%),140.0 (4.03%),143.0 (4.11%),96.0 (2.76%),60.0 (1.73%),44.0 (1.27%),32.0 (0.92%),62.0 (1.78%),24.0 (0.69%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%)
Simulative,17170,2025-01-08 11:59:01,1920,633.0 (32.97%),230.0 (11.98%),131.0 (6.82%),53.0 (2.76%),47.0 (2.45%),101.0 (5.26%),148.0 (7.71%),51.0 (2.66%),133.0 (6.93%),56.0 (2.92%),8.0 (0.42%),11.0 (0.57%),17.0 (0.89%),30.0 (1.56%),119.0 (6.2%),27.0 (1.41%),39.0 (2.03%),30.0 (1.56%),12.0 (0.62%),15.0 (0.78%),10.0 (0.52%),19.0 (0.99%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%)
LEFT JOIN,17171,2025-01-08 11:32:18,13964,3457.0 (24.76%),8116.0 (58.12%),339.0 (2.43%),289.0 (2.07%),123.0 (0.88%),331.0 (2.37%),269.0 (1.93%),126.0 (0.9%),95.0 (0.68%),267.0 (1.91%),151.0 (1.08%),47.0 (0.34%),84.0 (0.6%),62.0 (0.44%),48.0 (0.34%),30.0 (0.21%),20.0 (0.14%),17.0 (0.12%),12.0 (0.09%),27.0 (0.19%),31.0 (0.22%),23.0 (0.16%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%)
настенька и графики,17176,2025-01-08 09:21:31,6726,2678.0 (39.82%),800.0 (11.89%),425.0 (6.32%),157.0 (2.33%),611.0 (9.08%),317.0 (4.71%),262.0 (3.9%),212.0 (3.15%),171.0 (2.54%),87.0 (1.29%),46.0 (0.68%),105.0 (1.56%),146.0 (2.17%),136.0 (2.02%),93.0 (1.38%),48.0 (0.71%),52.0 (0.77%),36.0 (0.54%),143.0 (2.13%),66.0 (0.98%),86.0 (1.28%),49.0 (0.73%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%)
Клуб анонимных аналитиков,17169,2025-01-07 21:10:38,10020,2764.0 (27.58%),513.0 (5.12%),230.0 (2.3%),926.0 (9.24%),786.0 (7.84%),328.0 (3.27%),852.0 (8.5%),515.0 (5.14%),464.0 (4.63%),262.0 (2.61%),230.0 (2.3%),104.0 (1.04%),105.0 (1.05%),572.0 (5.71%),99.0 (0.99%),76.0 (0.76%),108.0 (1.08%),57.0 (0.57%),56.0 (0.56%),514.0 (5.13%),203.0 (2.03%),169.0 (1.69%),87.0 (0.87%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%)
"Секреты аналитики | Data Science, BI, Tableau",17168,2025-01-07 20:55:02,4327,2222.0 (51.35%),380.0 (8.78%),248.0 (5.73%),329.0 (7.6%),130.0 (3.0%),133.0 (3.07%),63.0 (1.46%),131.0 (3.03%),60.0 (1.39%),32.0 (0.74%),70.0 (1.62%),37.0 (0.86%),116.0 (2.68%),90.0 (2.08%),47.0 (1.09%),72.0 (1.66%),37.0 (0.86%),21.0 (0.49%),20.0 (0.46%),35.0 (0.81%),25.0 (0.58%),23.0 (0.53%),6.0 (0.14%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%)
"Секреты аналитики | Data Science, BI, Tableau",17165,2025-01-07 17:55:00,3774,2145.0 (56.84%),511.0 (13.54%),269.0 (7.13%),194.0 (5.14%),118.0 (3.13%),115.0 (3.05%),52.0 (1.38%),121.0 (3.21%),78.0 (2.07%),39.0 (1.03%),70.0 (1.85%),43.0 (1.14%),19.0 (0.5%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%)
настенька и графики,17164,2025-01-07 16:48:48,6950,3231.0 (46.49%),452.0 (6.5%),427.0 (6.14%),140.0 (2.01%),104.0 (1.5%),531.0 (7.64%),96.0 (1.38%),623.0 (8.96%),235.0 (3.38%),179.0 (2.58%),59.0 (0.85%),38.0 (0.55%),199.0 (2.86%),54.0 (0.78%),124.0 (1.78%),34.0 (0.49%),60.0 (0.86%),29.0 (0.42%),92.0 (1.32%),110.0 (1.58%),70.0 (1.01%),32.0 (0.46%),31.0 (0.45%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%)
Дашбордец,17166,2025-01-07 16:19:41,2597,1005.0 (38.7%),321.0 (12.36%),79.0 (3.04%),49.0 (1.89%),57.0 (2.19%),57.0 (2.19%),273.0 (10.51%),78.0 (3.0%),39.0 (1.5%),37.0 (1.42%),29.0 (1.12%),19.0 (0.73%),28.0 (1.08%),132.0 (5.08%),49.0 (1.89%),66.0 (2.54%),31.0 (1.19%),24.0 (0.92%),20.0 (0.77%),20.0 (0.77%),81.0 (3.12%),61.0 (2.35%),42.0 (1.62%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%)
Дашбордец,17167,2025-01-07 16:05:34,2483,1037.0 (41.76%),286.0 (11.52%),76.0 (3.06%),49.0 (1.97%),48.0 (1.93%),53.0 (2.13%),268.0 (10.79%),76.0 (3.06%),41.0 (1.65%),39.0 (1.57%),28.0 (1.13%),15.0 (0.6%),26.0 (1.05%),109.0 (4.39%),39.0 (1.57%),69.0 (2.78%),26.0 (1.05%),22.0 (0.89%),20.0 (0.81%),18.0 (0.72%),79.0 (3.18%),36.0 (1.45%),23.0 (0.93%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%)
Data Science. SQL hub,17163,2025-01-07 15:15:17,7519,2300.0 (30.59%),961.0 (12.78%),915.0 (12.17%),878.0 (11.68%),229.0 (3.05%),301.0 (4.0%),176.0 (2.34%),354.0 (4.71%),114.0 (1.52%),154.0 (2.05%),68.0 (0.9%),133.0 (1.77%),175.0 (2.33%),299.0 (3.98%),57.0 (0.76%),38.0 (0.51%),41.0 (0.55%),91.0 (1.21%),38.0 (0.51%),123.0 (1.64%),41.0 (0.55%),27.0 (0.36%),6.0 (0.08%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%)
